timestamp,(HealthService)/Defragmentation Tasks,(HealthService)/Defragmentation Tasks Pending
08/02/2023 21:46:10.565,0,0
08/02/2023 21:47:10.579,0,0
08/02/2023 21:48:10.592,0,0
08/02/2023 21:49:10.605,0,0
08/02/2023 21:50:10.618,0,0
08/02/2023 21:51:10.631,0,0
08/02/2023 21:52:10.645,0,0
08/02/2023 21:53:10.658,0,0
08/02/2023 21:54:10.671,0,0
08/02/2023 21:55:10.684,0,0
08/02/2023 21:56:10.697,0,0
08/02/2023 21:57:10.711,0,0
08/02/2023 21:58:10.724,0,0
08/02/2023 21:59:10.737,0,0
08/02/2023 22:00:10.750,0,0
08/02/2023 22:01:10.763,0,0
08/02/2023 22:02:10.777,0,0
08/02/2023 22:03:10.790,0,0
08/02/2023 22:04:10.803,0,0
08/02/2023 22:05:10.816,0,0
08/02/2023 22:06:10.829,0,0
08/02/2023 22:07:10.843,0,0
08/02/2023 22:08:10.856,0,0
08/02/2023 22:09:10.869,0,0
08/02/2023 22:10:10.882,0,0
08/02/2023 22:11:10.895,0,0
08/02/2023 22:12:10.909,0,0
08/02/2023 22:13:10.922,0,0
08/02/2023 22:14:10.935,0,0
08/02/2023 22:15:10.948,0,0
08/02/2023 22:16:10.961,0,0
08/02/2023 22:17:10.975,0,0
08/02/2023 22:18:10.988,0,0
08/02/2023 22:19:11.001,0,0
08/02/2023 22:20:11.014,0,0
08/02/2023 22:21:11.027,0,0
08/02/2023 22:22:11.041,0,0
08/02/2023 22:23:11.054,0,0
08/02/2023 22:24:11.067,0,0
08/02/2023 22:25:11.080,0,0
08/02/2023 22:26:11.093,0,0
08/02/2023 22:27:11.107,0,0
08/02/2023 22:28:11.120,0,0
08/02/2023 22:29:11.133,0,0
08/02/2023 22:30:11.146,0,0
08/02/2023 22:31:11.159,0,0
08/02/2023 22:32:11.213,0,0
08/02/2023 22:33:11.303,0,0
08/02/2023 22:34:11.394,0,0
08/02/2023 22:35:11.484,0,0
08/02/2023 22:36:11.574,0,0
08/02/2023 22:37:11.638,0,0
08/02/2023 22:38:11.679,0,0
08/02/2023 22:39:11.720,0,0
08/02/2023 22:40:11.761,0,0
08/02/2023 22:41:11.802,0,0
08/02/2023 22:42:11.833,0,0
08/02/2023 22:43:11.856,0,0
08/02/2023 22:44:11.879,0,0
08/02/2023 22:45:11.903,0,0
08/02/2023 22:46:11.926,0,0
08/02/2023 22:47:11.946,0,0
08/02/2023 22:48:11.962,0,0
08/02/2023 22:49:11.979,0,0
08/02/2023 22:50:11.996,0,0
08/02/2023 22:51:12.012,0,0
08/02/2023 22:52:12.028,0,0
08/02/2023 22:53:12.042,0,0
08/02/2023 22:54:12.056,0,0
08/02/2023 22:55:12.071,0,0
08/02/2023 22:56:12.085,0,0
08/02/2023 22:57:12.099,0,0
08/02/2023 22:58:12.113,0,0
08/02/2023 22:59:12.126,0,0
08/02/2023 23:00:12.140,0,0
08/02/2023 23:01:12.153,0,0
08/02/2023 23:02:12.167,0,0
08/02/2023 23:03:12.181,0,0
08/02/2023 23:04:12.194,0,0
08/02/2023 23:05:12.208,0,0
08/02/2023 23:06:12.221,0,0
08/02/2023 23:07:12.235,0,0
08/02/2023 23:08:12.248,0,0
08/02/2023 23:09:12.261,0,0
08/02/2023 23:10:12.274,0,0
08/02/2023 23:11:12.287,0,0
08/02/2023 23:12:12.301,0,0
08/02/2023 23:13:12.314,0,0
08/02/2023 23:14:12.327,0,0
08/02/2023 23:15:12.340,0,0
08/02/2023 23:16:12.353,0,0
08/02/2023 23:17:12.367,0,0
08/02/2023 23:18:12.380,0,0
08/02/2023 23:19:12.393,0,0
08/02/2023 23:20:12.406,0,0
08/02/2023 23:21:12.419,0,0
08/02/2023 23:22:12.433,0,0
08/02/2023 23:23:12.446,0,0
08/02/2023 23:24:12.459,0,0
08/02/2023 23:25:12.472,0,0
08/02/2023 23:26:12.485,0,0
08/02/2023 23:27:12.499,0,0
08/02/2023 23:28:12.512,0,0
08/02/2023 23:29:12.525,0,0
08/02/2023 23:30:12.538,0,0
08/02/2023 23:31:12.551,0,0
08/02/2023 23:32:12.565,0,0
08/02/2023 23:33:12.578,0,0
08/02/2023 23:34:12.591,0,0
08/02/2023 23:35:12.604,0,0
08/02/2023 23:36:12.617,0,0
08/02/2023 23:37:12.631,0,0
08/02/2023 23:38:12.644,0,0
08/02/2023 23:39:12.657,0,0
08/02/2023 23:40:12.670,0,0
08/02/2023 23:41:12.683,0,0
08/02/2023 23:42:12.697,0,0
08/02/2023 23:43:12.710,0,0
08/02/2023 23:44:12.723,0,0
08/02/2023 23:45:12.736,0,0
08/02/2023 23:46:12.765,0,0
08/02/2023 23:47:12.778,0,0
08/02/2023 23:48:12.791,0,0
08/02/2023 23:49:12.805,0,0
08/02/2023 23:50:12.818,0,0
08/02/2023 23:51:12.831,0,0
08/02/2023 23:52:12.844,0,0
08/02/2023 23:53:12.857,0,0
08/02/2023 23:54:12.871,0,0
08/02/2023 23:55:12.884,0,0
08/02/2023 23:56:12.897,0,0
08/02/2023 23:57:12.910,0,0
08/02/2023 23:58:12.923,0,0
08/02/2023 23:59:12.937,0,0
08/03/2023 00:00:12.950,0,0
08/03/2023 00:01:12.963,0,0
08/03/2023 00:02:12.976,0,0
08/03/2023 00:03:12.989,0,0
08/03/2023 00:04:13.003,0,0
08/03/2023 00:05:13.016,0,0
08/03/2023 00:06:13.029,0,0
08/03/2023 00:07:13.042,0,0
08/03/2023 00:08:13.055,0,0
08/03/2023 00:09:13.069,0,0
08/03/2023 00:10:13.082,0,0
08/03/2023 00:11:13.095,0,0
08/03/2023 00:12:13.108,0,0
08/03/2023 00:13:13.137,0,0
08/03/2023 00:14:13.197,0,0
08/03/2023 00:15:13.522,0,0
08/03/2023 00:16:13.645,0,0
08/03/2023 00:17:13.876,0,0
08/03/2023 00:18:14.045,0,0
08/03/2023 00:19:14.059,0,0
08/03/2023 00:20:14.072,0,0
08/03/2023 00:21:14.085,0,0
08/03/2023 00:22:14.098,0,0
08/03/2023 00:23:14.111,0,0
08/03/2023 00:24:14.140,0,0
08/03/2023 00:25:14.153,0,0
08/03/2023 00:26:14.167,0,0
08/03/2023 00:27:14.180,0,0
08/03/2023 00:28:14.193,0,0
08/03/2023 00:29:14.206,0,0
08/03/2023 00:30:14.219,0,0
08/03/2023 00:31:14.233,0,0
08/03/2023 00:32:14.246,0,0
08/03/2023 00:33:14.259,0,0
08/03/2023 00:34:14.272,0,0
08/03/2023 00:35:14.285,0,0
08/03/2023 00:36:14.299,0,0
08/03/2023 00:37:14.312,0,0
08/03/2023 00:38:14.325,0,0
08/03/2023 00:39:14.338,0,0
08/03/2023 00:40:14.351,0,0
08/03/2023 00:41:14.365,0,0
08/03/2023 00:42:14.378,0,0
08/03/2023 00:43:14.391,0,0
08/03/2023 00:44:14.404,0,0
08/03/2023 00:45:14.417,0,0
08/03/2023 00:46:14.431,0,0
08/03/2023 00:47:14.444,0,0
08/03/2023 00:48:14.457,0,0
08/03/2023 00:49:14.470,0,0
08/03/2023 00:50:14.483,0,0
08/03/2023 00:51:14.497,0,0
08/03/2023 00:52:14.510,0,0
08/03/2023 00:53:14.539,0,0
08/03/2023 00:54:14.552,0,0
08/03/2023 00:55:14.565,0,0
08/03/2023 00:56:14.578,0,0
08/03/2023 00:57:14.591,0,0
08/03/2023 00:58:14.605,0,0
08/03/2023 00:59:14.618,0,0
08/03/2023 01:00:14.631,0,0
08/03/2023 01:01:14.644,0,0
08/03/2023 01:02:14.657,0,0
08/03/2023 01:03:14.671,0,0
08/03/2023 01:04:14.684,0,0
08/03/2023 01:05:14.697,0,0
08/03/2023 01:06:14.710,0,0
08/03/2023 01:07:14.723,0,0
08/03/2023 01:08:14.737,0,0
08/03/2023 01:09:14.750,0,0
08/03/2023 01:10:14.763,0,0
08/03/2023 01:11:14.776,0,0
08/03/2023 01:12:14.789,0,0
08/03/2023 01:13:14.803,0,0
08/03/2023 01:14:14.816,0,0
08/03/2023 01:15:14.829,0,0
08/03/2023 01:16:14.842,0,0
08/03/2023 01:17:14.855,0,0
08/03/2023 01:18:14.869,0,0
08/03/2023 01:19:14.882,0,0
08/03/2023 01:20:14.895,0,0
08/03/2023 01:21:14.908,0,0
08/03/2023 01:22:14.921,0,0
08/03/2023 01:23:14.950,0,0
08/03/2023 01:24:14.963,0,0
08/03/2023 01:25:14.977,0,0
08/03/2023 01:26:14.990,0,0
08/03/2023 01:27:15.003,0,0
08/03/2023 01:28:15.016,0,0
08/03/2023 01:29:15.029,0,0
08/03/2023 01:30:15.043,0,0
08/03/2023 01:31:15.056,0,0
08/03/2023 01:32:15.069,0,0
08/03/2023 01:33:15.082,0,0
08/03/2023 01:34:15.095,0,0
08/03/2023 01:35:15.109,0,0
08/03/2023 01:36:15.122,0,0
08/03/2023 01:37:15.135,0,0
08/03/2023 01:38:15.148,0,0
08/03/2023 01:39:15.161,0,0
08/03/2023 01:40:15.175,0,0
08/03/2023 01:41:15.188,0,0
08/03/2023 01:42:15.201,0,0
08/03/2023 01:43:15.214,0,0
08/03/2023 01:44:15.227,0,0
08/03/2023 01:45:15.241,0,0
08/03/2023 01:46:15.269,0,0
08/03/2023 01:47:15.283,0,0
08/03/2023 01:48:15.296,0,0
08/03/2023 01:49:15.309,0,0
08/03/2023 01:50:15.322,0,0
08/03/2023 01:51:15.335,0,0
08/03/2023 01:52:15.349,0,0
08/03/2023 01:53:15.362,0,0
08/03/2023 01:54:15.391,0,0
08/03/2023 01:55:15.404,0,0
08/03/2023 01:56:15.417,0,0
08/03/2023 01:57:15.430,0,0
08/03/2023 01:58:15.443,0,0
08/03/2023 01:59:15.457,0,0
08/03/2023 02:00:15.470,0,0
08/03/2023 02:01:15.483,0,0
08/03/2023 02:02:15.496,0,0
08/03/2023 02:03:15.509,0,0
08/03/2023 02:04:15.523,0,0
08/03/2023 02:05:15.536,0,0
08/03/2023 02:06:15.549,0,0
08/03/2023 02:07:15.562,0,0
08/03/2023 02:08:15.575,0,0
08/03/2023 02:09:15.589,0,0
08/03/2023 02:10:15.602,0,0
08/03/2023 02:11:15.615,0,0
08/03/2023 02:12:15.628,0,0
08/03/2023 02:13:15.641,0,0
08/03/2023 02:14:15.655,0,0
08/03/2023 02:15:15.668,0,0
08/03/2023 02:16:15.681,0,0
08/03/2023 02:17:15.694,0,0
08/03/2023 02:18:15.707,0,0
08/03/2023 02:19:15.721,0,0
08/03/2023 02:20:15.734,0,0
08/03/2023 02:21:15.747,0,0
08/03/2023 02:22:15.760,0,0
08/03/2023 02:23:15.773,0,0
08/03/2023 02:24:15.787,0,0
08/03/2023 02:25:15.800,0,0
08/03/2023 02:26:15.813,0,0
08/03/2023 02:27:15.826,0,0
08/03/2023 02:28:15.839,0,0
08/03/2023 02:29:15.853,0,0
08/03/2023 02:30:15.866,0,0
08/03/2023 02:31:15.879,0,0
08/03/2023 02:32:15.892,0,0
08/03/2023 02:33:15.905,0,0
08/03/2023 02:34:15.919,0,0
08/03/2023 02:35:15.932,0,0
08/03/2023 02:36:15.945,0,0
08/03/2023 02:37:15.958,0,0
08/03/2023 02:38:15.971,0,0
08/03/2023 02:39:15.985,0,0
08/03/2023 02:40:15.998,0,0
08/03/2023 02:41:16.011,0,0
08/03/2023 02:42:16.024,0,0
08/03/2023 02:43:16.037,0,0
08/03/2023 02:44:16.051,0,0
08/03/2023 02:45:16.064,0,0
08/03/2023 02:46:16.077,0,0
08/03/2023 02:47:16.090,0,0
08/03/2023 02:48:16.103,0,0
08/03/2023 02:49:16.117,0,0
08/03/2023 02:50:16.130,0,0
08/03/2023 02:51:16.143,0,0
08/03/2023 02:52:16.156,0,0
08/03/2023 02:53:16.169,0,0
08/03/2023 02:54:16.183,0,0
08/03/2023 02:55:16.196,0,0
08/03/2023 02:56:16.209,0,0
08/03/2023 02:57:16.222,0,0
08/03/2023 02:58:16.235,0,0
08/03/2023 02:59:16.249,0,0
08/03/2023 03:00:16.262,0,0
08/03/2023 03:01:16.275,0,0
08/03/2023 03:02:16.288,0,0
08/03/2023 03:03:16.301,0,0
08/03/2023 03:04:16.315,0,0
08/03/2023 03:05:16.328,0,0
08/03/2023 03:06:16.341,0,0
08/03/2023 03:07:16.354,0,0
08/03/2023 03:08:16.367,0,0
08/03/2023 03:09:16.381,0,0
08/03/2023 03:10:16.394,0,0
08/03/2023 03:11:16.407,0,0
08/03/2023 03:12:16.420,0,0
08/03/2023 03:13:16.433,0,0
08/03/2023 03:14:16.447,0,0
08/03/2023 03:15:16.460,0,0
08/03/2023 03:16:16.473,0,0
08/03/2023 03:17:16.486,0,0
08/03/2023 03:18:16.499,0,0
08/03/2023 03:19:16.513,0,0
08/03/2023 03:20:16.526,0,0
08/03/2023 03:21:16.539,0,0
08/03/2023 03:22:16.552,0,0
08/03/2023 03:23:16.565,0,0
08/03/2023 03:24:16.579,0,0
08/03/2023 03:25:16.592,0,0
08/03/2023 03:26:16.605,0,0
08/03/2023 03:27:16.618,0,0
08/03/2023 03:28:16.631,0,0
08/03/2023 03:29:16.645,0,0
08/03/2023 03:30:16.689,0,0
08/03/2023 03:31:16.718,0,0
08/03/2023 03:32:16.747,0,0
08/03/2023 03:33:16.760,0,0
08/03/2023 03:34:16.773,0,0
08/03/2023 03:35:16.786,0,0
08/03/2023 03:36:16.799,0,0
08/03/2023 03:37:16.813,0,0
08/03/2023 03:38:16.826,0,0
08/03/2023 03:39:16.839,0,0
08/03/2023 03:40:16.852,0,0
08/03/2023 03:41:16.865,0,0
08/03/2023 03:42:16.879,0,0
08/03/2023 03:43:16.892,0,0
08/03/2023 03:44:16.905,0,0
08/03/2023 03:45:16.918,0,0
08/03/2023 03:46:16.931,0,0
08/03/2023 03:47:16.945,0,0
08/03/2023 03:48:16.958,0,0
08/03/2023 03:49:16.971,0,0
08/03/2023 03:50:16.984,0,0
08/03/2023 03:51:16.997,0,0
08/03/2023 03:52:17.011,0,0
08/03/2023 03:53:17.024,0,0
08/03/2023 03:54:17.037,0,0
08/03/2023 03:55:17.081,0,0
08/03/2023 03:56:17.095,0,0
08/03/2023 03:57:17.108,0,0
08/03/2023 03:58:17.121,0,0
08/03/2023 03:59:17.134,0,0
08/03/2023 04:00:17.147,0,0
08/03/2023 04:01:17.161,0,0
08/03/2023 04:02:17.174,0,0
08/03/2023 04:03:17.187,0,0
08/03/2023 04:04:17.200,0,0
08/03/2023 04:05:17.213,0,0
08/03/2023 04:06:17.227,0,0
08/03/2023 04:07:17.240,0,0
08/03/2023 04:08:17.253,0,0
08/03/2023 04:09:17.266,0,0
08/03/2023 04:10:17.279,0,0
08/03/2023 04:11:17.293,0,0
08/03/2023 04:12:17.306,0,0
08/03/2023 04:13:17.319,0,0
08/03/2023 04:14:17.332,0,0
08/03/2023 04:15:17.345,0,0
08/03/2023 04:16:17.359,0,0
08/03/2023 04:17:17.372,0,0
08/03/2023 04:18:17.385,0,0
08/03/2023 04:19:17.398,0,0
08/03/2023 04:20:17.411,0,0
08/03/2023 04:21:17.425,0,0
08/03/2023 04:22:17.438,0,0
08/03/2023 04:23:17.451,0,0
08/03/2023 04:24:17.464,0,0
08/03/2023 04:25:17.477,0,0
08/03/2023 04:26:17.491,0,0
08/03/2023 04:27:17.504,0,0
08/03/2023 04:28:17.517,0,0
08/03/2023 04:29:17.530,0,0
08/03/2023 04:30:17.543,0,0
08/03/2023 04:31:17.557,0,0
08/03/2023 04:32:17.570,0,0
08/03/2023 04:33:17.583,0,0
08/03/2023 04:34:17.596,0,0
08/03/2023 04:35:17.609,0,0
08/03/2023 04:36:17.623,0,0
08/03/2023 04:37:17.636,0,0
08/03/2023 04:38:17.649,0,0
08/03/2023 04:39:17.662,0,0
08/03/2023 04:40:17.675,0,0
08/03/2023 04:41:17.689,0,0
08/03/2023 04:42:17.702,0,0
08/03/2023 04:43:17.715,0,0
08/03/2023 04:44:17.728,0,0
08/03/2023 04:45:17.741,0,0
08/03/2023 04:46:17.755,0,0
08/03/2023 04:47:17.768,0,0
08/03/2023 04:48:17.781,0,0
08/03/2023 04:49:17.794,0,0
08/03/2023 04:50:17.807,0,0
08/03/2023 04:51:17.821,0,0
08/03/2023 04:52:17.834,0,0
08/03/2023 04:53:17.847,0,0
08/03/2023 04:54:17.860,0,0
08/03/2023 04:55:17.873,0,0
08/03/2023 04:56:17.887,0,0
08/03/2023 04:57:17.900,0,0
08/03/2023 04:58:17.913,0,0
08/03/2023 04:59:17.926,0,0
08/03/2023 05:00:17.939,0,0
08/03/2023 05:01:17.953,0,0
08/03/2023 05:02:17.966,0,0
08/03/2023 05:03:17.979,0,0
08/03/2023 05:04:17.992,0,0
08/03/2023 05:05:18.005,0,0
08/03/2023 05:06:18.019,0,0
08/03/2023 05:07:18.032,0,0
08/03/2023 05:08:18.045,0,0
08/03/2023 05:09:18.058,0,0
08/03/2023 05:10:18.071,0,0
08/03/2023 05:11:18.085,0,0
08/03/2023 05:12:18.098,0,0
08/03/2023 05:13:18.111,0,0
08/03/2023 05:14:18.124,0,0
08/03/2023 05:15:18.137,0,0
08/03/2023 05:16:18.151,0,0
08/03/2023 05:17:18.164,0,0
08/03/2023 05:18:18.177,0,0
08/03/2023 05:19:18.190,0,0
08/03/2023 05:20:18.203,0,0
08/03/2023 05:21:18.217,0,0
08/03/2023 05:22:18.230,0,0
08/03/2023 05:23:18.243,0,0
08/03/2023 05:24:18.256,0,0
08/03/2023 05:25:18.269,0,0
08/03/2023 05:26:18.283,0,0
08/03/2023 05:27:18.296,0,0
08/03/2023 05:28:18.309,0,0
08/03/2023 05:29:18.322,0,0
08/03/2023 05:30:18.335,0,0
08/03/2023 05:31:18.349,0,0
08/03/2023 05:32:18.362,0,0
08/03/2023 05:33:18.375,0,0
08/03/2023 05:34:18.388,0,0
08/03/2023 05:35:18.401,0,0
08/03/2023 05:36:18.415,0,0
08/03/2023 05:37:18.428,0,0
08/03/2023 05:38:18.441,0,0
08/03/2023 05:39:18.454,0,0
08/03/2023 05:40:18.467,0,0
08/03/2023 05:41:18.481,0,0
08/03/2023 05:42:18.494,0,0
08/03/2023 05:43:18.507,0,0
08/03/2023 05:44:18.520,0,0
08/03/2023 05:45:18.533,0,0
08/03/2023 05:46:18.547,0,0
08/03/2023 05:47:18.560,0,0
08/03/2023 05:48:18.573,0,0
08/03/2023 05:49:18.586,0,0
08/03/2023 05:50:18.599,0,0
08/03/2023 05:51:18.613,0,0
08/03/2023 05:52:18.626,0,0
08/03/2023 05:53:18.639,0,0
08/03/2023 05:54:18.652,0,0
08/03/2023 05:55:18.665,0,0
08/03/2023 05:56:18.679,0,0
08/03/2023 05:57:18.692,0,0
08/03/2023 05:58:18.705,0,0
08/03/2023 05:59:18.718,0,0
08/03/2023 06:00:18.731,0,0
08/03/2023 06:01:18.745,0,0
08/03/2023 06:02:18.758,0,0
08/03/2023 06:03:18.771,0,0
08/03/2023 06:04:18.784,0,0
08/03/2023 06:05:18.797,0,0
08/03/2023 06:06:18.811,0,0
08/03/2023 06:07:18.824,0,0
08/03/2023 06:08:18.837,0,0
08/03/2023 06:09:18.850,0,0
08/03/2023 06:10:18.863,0,0
08/03/2023 06:11:18.877,0,0
08/03/2023 06:12:18.890,0,0
08/03/2023 06:13:18.903,0,0
08/03/2023 06:14:18.916,0,0
08/03/2023 06:15:18.929,0,0
08/03/2023 06:16:18.943,0,0
08/03/2023 06:17:18.956,0,0
08/03/2023 06:18:18.969,0,0
08/03/2023 06:19:18.982,0,0
08/03/2023 06:20:18.995,0,0
08/03/2023 06:21:19.009,0,0
08/03/2023 06:22:19.022,0,0
08/03/2023 06:23:19.035,0,0
08/03/2023 06:24:19.048,0,0
08/03/2023 06:25:19.061,0,0
08/03/2023 06:26:19.075,0,0
08/03/2023 06:27:19.088,0,0
08/03/2023 06:28:19.101,0,0
08/03/2023 06:29:19.114,0,0
08/03/2023 06:30:19.127,0,0
08/03/2023 06:31:19.141,0,0
08/03/2023 06:32:19.154,0,0
08/03/2023 06:33:19.167,0,0
08/03/2023 06:34:19.180,0,0
08/03/2023 06:35:19.193,0,0
08/03/2023 06:36:19.207,0,0
08/03/2023 06:37:19.220,0,0
08/03/2023 06:38:19.233,0,0
08/03/2023 06:39:19.246,0,0
08/03/2023 06:40:19.259,0,0
08/03/2023 06:41:19.273,0,0
08/03/2023 06:42:19.286,0,0
08/03/2023 06:43:19.299,0,0
08/03/2023 06:44:19.312,0,0
08/03/2023 06:45:19.325,0,0
08/03/2023 06:46:19.339,0,0
08/03/2023 06:47:19.352,0,0
08/03/2023 06:48:19.365,0,0
08/03/2023 06:49:19.378,0,0
08/03/2023 06:50:19.391,0,0
08/03/2023 06:51:19.405,0,0
08/03/2023 06:52:19.418,0,0
08/03/2023 06:53:19.431,0,0
08/03/2023 06:54:19.444,0,0
08/03/2023 06:55:19.457,0,0
08/03/2023 06:56:19.471,0,0
08/03/2023 06:57:19.484,0,0
08/03/2023 06:58:19.497,0,0
08/03/2023 06:59:19.510,0,0
08/03/2023 07:00:19.523,0,0
08/03/2023 07:01:19.537,0,0
08/03/2023 07:02:19.550,0,0
08/03/2023 07:03:19.563,0,0
08/03/2023 07:04:19.576,0,0
08/03/2023 07:05:19.589,0,0
08/03/2023 07:06:19.603,0,0
08/03/2023 07:07:19.616,0,0
08/03/2023 07:08:19.629,0,0
08/03/2023 07:09:19.642,0,0
08/03/2023 07:10:19.655,0,0
08/03/2023 07:11:19.669,0,0
08/03/2023 07:12:19.682,0,0
08/03/2023 07:13:19.695,0,0
08/03/2023 07:14:19.708,0,0
08/03/2023 07:15:19.721,0,0
08/03/2023 07:16:19.735,0,0
08/03/2023 07:17:19.748,0,0
08/03/2023 07:18:19.761,0,0
08/03/2023 07:19:19.774,0,0
08/03/2023 07:20:19.787,0,0
08/03/2023 07:21:19.801,0,0
08/03/2023 07:22:19.814,0,0
08/03/2023 07:23:19.827,0,0
08/03/2023 07:24:19.840,0,0
08/03/2023 07:25:19.853,0,0
08/03/2023 07:26:19.867,0,0
08/03/2023 07:27:19.880,0,0
08/03/2023 07:28:19.893,0,0
08/03/2023 07:29:19.906,0,0
08/03/2023 07:30:19.919,0,0
08/03/2023 07:31:19.933,0,0
08/03/2023 07:32:19.946,0,0
08/03/2023 07:33:19.959,0,0
08/03/2023 07:34:19.972,0,0
08/03/2023 07:35:19.985,0,0
08/03/2023 07:36:19.999,0,0
08/03/2023 07:37:20.012,0,0
08/03/2023 07:38:20.037,0,0
08/03/2023 07:39:20.071,0,0
08/03/2023 07:40:20.106,0,0
08/03/2023 07:41:20.141,0,0
08/03/2023 07:42:20.176,0,0
08/03/2023 07:43:20.203,0,0
08/03/2023 07:44:20.224,0,0
08/03/2023 07:45:20.245,0,0
08/03/2023 07:46:20.266,0,0
08/03/2023 07:47:20.287,0,0
08/03/2023 07:48:20.305,0,0
08/03/2023 07:49:20.321,0,0
08/03/2023 07:50:20.337,0,0
08/03/2023 07:51:20.354,0,0
08/03/2023 07:52:20.370,0,0
08/03/2023 07:53:20.385,0,0
08/03/2023 07:54:20.399,0,0
08/03/2023 07:55:20.413,0,0
08/03/2023 07:56:20.427,0,0
08/03/2023 07:57:20.441,0,0
08/03/2023 07:58:20.455,0,0
08/03/2023 07:59:20.468,0,0
08/03/2023 08:00:20.482,0,0
08/03/2023 08:01:20.495,0,0
08/03/2023 08:02:20.509,0,0
08/03/2023 08:03:20.523,0,0
08/03/2023 08:04:20.536,0,0
08/03/2023 08:05:20.550,0,0
08/03/2023 08:06:20.563,0,0
08/03/2023 08:07:20.577,0,0
08/03/2023 08:08:20.590,0,0
08/03/2023 08:09:20.603,0,0
08/03/2023 08:10:20.617,0,0
08/03/2023 08:11:20.630,0,0
08/03/2023 08:12:20.643,0,0
08/03/2023 08:13:20.656,0,0
08/03/2023 08:14:20.669,0,0
08/03/2023 08:15:20.683,0,0
08/03/2023 08:16:20.696,0,0
08/03/2023 08:17:20.709,0,0
08/03/2023 08:18:20.722,0,0
08/03/2023 08:19:20.735,0,0
08/03/2023 08:20:20.749,0,0
08/03/2023 08:21:20.762,0,0
08/03/2023 08:22:20.775,0,0
08/03/2023 08:23:20.788,0,0
08/03/2023 08:24:20.817,0,0
08/03/2023 08:25:20.830,0,0
08/03/2023 08:26:20.843,0,0
08/03/2023 08:27:20.857,0,0
08/03/2023 08:28:20.870,0,0
08/03/2023 08:29:20.883,0,0
08/03/2023 08:30:20.896,0,0
08/03/2023 08:31:20.909,0,0
08/03/2023 08:32:20.923,0,0
08/03/2023 08:33:20.936,0,0
08/03/2023 08:34:20.949,0,0
08/03/2023 08:35:20.962,0,0
